lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,hu_moment0,hu_moment1,hu_moment2,hu_moment3,hu_moment4,hu_moment5,hu_moment6,mean_edge,std_dev_edge
5.2e-05,0.000512,0.0,0.005776,0.0,0.012828,0.0,0.005424,0.975408,0.0012894552324152504,4.651890387021493e-09,8.338812579212186e-11,3.2592732137492533e-10,4.6095880525540466e-20,1.8027581788453124e-14,-2.7609798372379504e-20,32.9992140054395,169.68624185544098
1.6e-05,0.000244,0.0,0.005912,0.0,0.015884,0.0,0.006008,0.971936,0.0015794658800605053,4.8413868858753564e-08,4.843118924477937e-11,6.349759549497241e-11,-1.576763490511083e-21,-8.456336555710253e-15,3.1485093830086824e-21,35.56466027997742,177.67999026105835
3.2e-05,0.000368,0.0,0.005272,0.0,0.0158,0.0,0.004896,0.973632,0.0018210725231103007,3.0538501439822185e-08,1.040770189404693e-11,5.1292832545750754e-11,1.0100240465214695e-21,7.0946532084035866e-15,6.199690393248287e-22,31.154740616064686,166.1945081437583
3.2e-05,0.000508,0.0,0.006616,0.0,0.01682,0.0,0.006436,0.969588,0.0017052683162085778,1.226999680484935e-07,2.8532537632290118e-11,4.341943702082775e-11,-1.525085283942804e-21,-1.496654697672166e-14,-9.841381380424629e-23,39.1957722234269,184.9334773366067
0.0001,0.000944,0.0,0.007792,0.0,0.01492,0.0,0.006988,0.969256,0.0013618669081151176,2.0937005081866786e-09,5.8748976069923756e-12,2.0909477188995684e-11,2.177501169818932e-22,4.562841305102899e-16,-7.93205788274139e-23,47.134915540353546,201.13037298479745
2.4e-05,0.000468,0.0,0.007308,0.0,0.017944,0.0,0.007424,0.966832,0.0014116895014321747,2.994314248592227e-08,2.127281002749861e-13,2.3267310496926167e-11,1.673776807811084e-23,-3.0057906868750066e-15,-4.898373913841327e-23,44.82078154914116,197.9197068038556
6.8e-05,0.001056,0.0,0.011752,0.0,0.022612,0.0,0.011296,0.953216,0.0013694441786373177,7.899403842970376e-08,3.282021563407501e-11,1.8222050319944766e-11,-4.3610022133269513e-23,-4.974451039978136e-15,-4.434829092324438e-22,68.64551065949667,240.25011356146524
7.2e-05,0.000596,0.0,0.009476,0.0,0.019472,0.0,0.009588,0.960796,0.0010175434765514056,1.2869190541318304e-07,1.2365000721631845e-10,3.1481413398223784e-11,1.958949624660469e-21,3.5395056291550485e-15,-1.4306749051534409e-22,60.97018911101383,229.24369138488237
0.0001,0.000912,0.0,0.006464,0.0,0.0156,0.0,0.005708,0.971216,0.0016499348775063046,2.4442977462490374e-07,6.721716492810944e-12,1.3257500079544503e-11,-1.1313953990427756e-22,6.5255828427839376e-15,5.34985005930408e-23,40.95907157304316,187.92513737090715
0.000172,0.001996,0.0,0.018824,0.0,0.03024,0.0,0.0165,0.932268,0.0012933421154985702,2.2589488474718648e-07,1.930730298069974e-10,3.0257947189957837e-10,7.244253229481197e-20,1.3504716696782414e-13,1.0033840579212967e-20,109.97481466532554,295.858350126082
0.000196,0.001908,0.0,0.013456,0.0,0.023988,0.0,0.011016,0.949436,0.0018908872889799025,2.4554334275045463e-07,3.647433975607138e-11,1.0369124481013787e-10,6.2430991707344355e-21,3.1462597777302135e-14,-1.2992499715571485e-21,80.78725452772527,257.71275386730963
0.000136,0.001292,0.0,0.01056,0.0,0.020364,0.0,0.009084,0.958564,0.0014148248428974579,3.987474586742233e-08,3.7727163527042874e-10,5.660345081752433e-10,2.50035637812207e-19,8.381735561041388e-14,7.682545147295769e-20,63.74148246884516,231.66980859117984
0.00018,0.001248,0.0,0.009856,0.0,0.019432,0.0,0.008596,0.960688,0.0015120664436966747,5.589931279027899e-08,6.167917933333201e-10,5.743566777998208e-10,3.1725583071518054e-19,1.31008072329776e-13,-1.2733227594791727e-19,59.49757813031398,223.75112825777478
0.000224,0.003136,0.0,0.035732,0.0,0.061068,0.0,0.036108,0.863732,0.0012893162245419885,1.5681275402362017e-07,3.177260228231132e-12,4.0679382447858545e-11,-2.879405883849073e-22,1.4927532882620482e-15,3.6190193065665114e-22,218.20329307940423,388.21444034103575
0.0001,0.001528,0.0,0.021956,0.0,0.038988,0.0,0.021592,0.915836,0.0013740546639020332,3.2698785987878745e-08,5.835734957186275e-11,1.894605760970045e-10,1.980510355575066e-20,2.877220132182908e-14,-2.1520664905693126e-21,131.23246175152826,320.9594805931641
0.00026,0.002264,0.0,0.023436,0.0,0.055808,0.0,0.023044,0.895188,0.001328818758924661,4.522099108840455e-08,2.48610627971829e-10,1.187605443323016e-10,2.040200457267694e-20,1.5365183379457804e-14,-4.273959597905054e-22,173.58863542029158,361.16079473403687
0.000168,0.002108,0.0,0.012788,0.0,0.030968,0.0,0.0122,0.941768,0.0015572824154014811,1.9920527314850843e-07,2.6168476365530926e-12,2.8971525427157357e-11,-2.189543020113965e-25,1.2826097824667721e-14,-2.5225866831157814e-22,94.17183364339904,277.32566514522233
0.000188,0.002664,0.0,0.025108,0.0,0.04972,0.0,0.028752,0.893568,0.0012470237089109199,8.055668046501785e-08,1.352553915959023e-10,1.3151224092147014e-11,-5.486514508479922e-22,-1.1028389918044948e-15,-8.141802141816631e-23,162.0996483640741,345.5648674275838
0.000268,0.002804,0.0,0.02096,0.0,0.031804,0.0,0.017832,0.926332,0.0017884193076502099,3.373858540536857e-07,5.912601044403875e-11,2.2921733701330364e-10,2.467900170771725e-20,1.220845877815918e-13,-1.0149583545312454e-20,121.76866915457822,307.56537713520817
0.00014,0.001256,0.0,0.008752,0.0,0.017576,0.0,0.00754,0.964736,0.0015985379595288042,7.064389492901e-08,2.213780178570969e-10,6.263291383037567e-10,2.229520684106065e-19,1.5858075864571698e-13,-6.8449189112536e-20,54.62814758306022,215.2336486045883
0.0003,0.002448,0.0,0.018924,0.0,0.039592,0.0,0.021888,0.916848,0.0016804611947230097,2.0164067944085566e-07,6.22061060244855e-11,4.802134821998782e-11,-1.9145024831171564e-21,-2.1170152564292477e-14,-1.79537212493631e-21,122.7396114635961,306.4874786639178
0.000308,0.002732,0.0,0.020116,0.0,0.03386,0.0,0.017928,0.925056,0.0014117310655095755,7.676619276931272e-08,4.88095034579777e-12,3.119971897083979e-10,-4.44872321215151e-22,5.793117779855778e-14,-1.216712894589002e-20,123.68476758584222,309.45884745347996
0.000112,0.00126,0.0,0.013464,0.0,0.034212,0.0,0.019084,0.931868,0.0013556770208791463,8.468402409447117e-08,5.328040699902257e-11,3.0726644197909065e-12,-3.8441505759288287e-23,-5.263356733320546e-16,8.240566370285954e-24,93.60241188648136,273.3634344403682
0.000196,0.002112,0.0,0.016928,0.0,0.034752,0.0,0.018992,0.92702,0.001376026950273714,3.7821872406541085e-08,7.390473286199075e-11,1.9950053861211466e-10,-2.4008731130431202e-20,-3.850467136470568e-14,-3.2249399653230313e-21,106.33204755878923,289.0049737668115
0.000348,0.003484,0.0,0.024324,0.0,0.04078,0.0,0.022348,0.908716,0.0016290278636994556,4.260989121235018e-08,1.0607234526626201e-10,2.6827342422173564e-10,-1.6078452669776892e-20,-4.695165519850067e-14,4.2302574056056114e-20,147.1770328815707,331.8153392960866
0.000396,0.003312,0.0,0.016988,0.0,0.029272,0.0,0.014564,0.935468,0.0015218641530296984,3.021750435230733e-08,5.737396076857333e-11,3.494734384153059e-10,-2.3228883439607316e-20,-4.381043551451785e-14,-4.3694870666612743e-20,109.29291698533797,292.44112415465105
0.000304,0.001616,0.0,0.013484,0.0,0.02466,0.0,0.013452,0.946484,0.0013148941761385335,9.154971268636752e-08,2.3439568064264094e-10,8.65150236529632e-11,-1.0657209072071262e-20,-1.7194019486186284e-14,-6.1812027017034906e-21,81.5212234227252,257.7036634036508
0.000132,0.00164,0.0,0.010572,0.0,0.025468,0.0,0.012836,0.949352,0.0013666244527456293,3.094811251968443e-07,8.461504704022089e-10,2.0202334172128795e-10,8.31040863127564e-20,8.588590557106276e-14,-8.393225567976389e-21,71.56613822839604,241.2233584441484
0.000164,0.0014,0.0,0.010976,0.0,0.023784,0.0,0.010968,0.952708,0.0018071982851011943,1.95785052002561e-07,5.83336584801162e-11,6.590689766432782e-11,-2.756893418207788e-21,-1.1097214312324386e-14,-3.0165145320992937e-21,67.78234944485133,236.85305128652254
9.6e-05,0.00112,0.0,0.00966,0.0,0.02422,0.0,0.011388,0.953516,0.0016938376902997597,1.9992709347504584e-07,4.691719770689077e-11,1.4125006016445776e-10,-1.061324485277526e-20,-5.851561335265579e-14,-4.424848950541494e-21,64.03934725993794,231.04792317292333
0.000156,0.001772,0.0,0.01658,0.0,0.034472,0.0,0.017076,0.929944,0.001698078113854275,1.0610832005756635e-07,1.6869654444388127e-11,1.3971767034406513e-10,-2.580670055966523e-21,-4.355628458926701e-14,6.2730363767705676e-21,106.27896674360197,291.3549045887375
0.000156,0.001444,0.0,0.012752,0.0,0.027936,0.0,0.012816,0.944896,0.0018034846938706282,8.003948253812721e-08,6.271016812027095e-11,1.1763639198348415e-10,8.332159222505849e-21,-1.031764528322738e-14,-5.714926581110749e-21,80.91838734505565,257.7866586723904
6.8e-05,0.0006,0.0,0.00492,0.0,0.01316,0.0,0.004896,0.976356,0.0014775748770702384,2.253353084231884e-07,1.1983589600809777e-10,1.8156992113467028e-10,2.663654265289622e-20,8.559570380697713e-14,-2.7971439388356482e-21,30.246489784163938,162.10195635999116
0.000408,0.003396,0.0,0.019604,0.0,0.035436,0.0,0.017632,0.923524,0.0018284289675934715,3.7948099944083215e-08,1.181406243352535e-10,2.242839712251073e-10,2.986449670666989e-20,3.755825421000993e-14,-2.1000019143229206e-20,127.61594893689644,313.17001417271007
0.000104,0.000632,0.0,0.006408,0.0,0.014728,0.0,0.005796,0.972332,0.0015505050567576058,3.1999275351770027e-07,4.4967835816066787e-11,5.325813054129301e-11,-9.171170420762602e-22,-2.6483862229690503e-14,-2.439644853589689e-21,37.935233136585964,181.18656927839015
0.000124,0.001036,0.0,0.00818,0.0,0.017456,0.0,0.00806,0.965144,0.0015549460954906668,1.1598277048729199e-07,1.295057880273508e-10,1.074702175958489e-10,-8.638348488409923e-22,-1.7477842098446337e-14,1.2649298202115983e-20,51.24305262705317,208.2926776376478
0.000392,0.00296,0.0,0.017372,0.0,0.02912,0.0,0.01514,0.935016,0.0016431999041409458,2.826596811824236e-07,1.57546871213592e-10,9.346414861478397e-11,-2.5695254131126276e-21,-3.566873504481706e-14,-1.1046643458360896e-20,109.45835516787714,293.45013628203145
0.000268,0.00252,0.0,0.021284,0.0,0.036164,0.0,0.019512,0.920252,0.001347895635446295,3.891595229269637e-08,1.99209703478325e-11,2.810048987739346e-10,2.096853638690447e-20,5.396707405119933e-14,-1.533266463472375e-21,128.32453036056904,315.28768530936844
0.000204,0.002012,0.0,0.018856,0.0,0.035392,0.0,0.020372,0.923164,0.0014684390038216446,1.566226183649866e-07,3.9241221495240864e-11,9.155992760305726e-12,-1.7319874596928981e-22,-2.7562356573502186e-15,-1.1066296769120642e-23,116.02786497942971,301.09580825430834
0.000196,0.00166,0.0,0.015308,0.0,0.030272,0.0,0.014004,0.93856,0.0016058893872996508,1.5332160046745428e-07,5.049918559715235e-10,1.319665741695682e-10,2.91139545481763e-20,4.410664181090157e-14,1.7690693698229627e-20,97.72228814770911,281.58499675795247
0.000104,0.002132,0.0,0.02106,0.0,0.037368,0.0,0.0204,0.918936,0.001386743770933631,1.850962568995311e-09,9.779636566699785e-11,1.530412306212083e-10,-1.1469187218337026e-22,-2.241326968464353e-15,-1.8722588114382378e-20,126.72181369154984,314.16521566641353
4.4e-05,0.000384,0.0,0.003564,0.0,0.011872,0.0,0.003824,0.980312,0.0015426227959186647,2.934629330827797e-07,6.595557713388408e-11,9.016939764982301e-11,1.0783688001624967e-22,1.1076763208233938e-14,6.952840812174018e-21,22.387706484197583,140.07928968401222
0.000296,0.00274,0.0,0.020152,0.0,0.035408,0.0,0.019584,0.92182,0.0018172851252443126,1.4259105145660215e-07,1.3929600843755101e-11,1.6601477425424423e-11,2.0846157651438908e-22,6.2123958813240735e-15,-1.4240401357642144e-22,122.95185850470911,308.2271540442827
0.00026,0.001688,0.0,0.008008,0.0,0.017264,0.0,0.006364,0.966416,0.001240919472224191,4.232769000299482e-08,5.625320891226164e-10,1.7317979845691393e-10,4.3431708864576475e-20,2.047047276950884e-14,-3.217777711749313e-20,59.652410490959916,224.93894976774922
6.4e-05,0.000776,0.0,0.008468,0.0,0.022512,0.0,0.011252,0.956928,0.0012785588966145794,2.1348389535400553e-07,5.363017588042913e-11,4.198300819285915e-11,-1.9871605526677864e-21,-1.5218780376850005e-14,-1.4044536081440306e-22,56.09790092093099,216.396855596992
0.00016,0.001728,0.0,0.012864,0.0,0.027036,0.0,0.013716,0.944496,0.0017116625346167264,1.0471202764904846e-07,5.440964583356207e-11,5.2745213949405526e-11,3.293387042869266e-22,-9.565160653603402e-15,-2.806353431640376e-21,81.597992122619,257.9013371069584
0.000304,0.001864,0.0,0.012008,0.0,0.021544,0.0,0.010672,0.953608,0.001127973167660889,6.5169711763223616e-09,2.54284556755016e-10,1.0208017790593136e-10,1.6181897349557483e-20,8.003681052064268e-15,-2.93800183299066e-21,76.3758342431081,250.76082298411225
0.000356,0.00176,0.0,0.011912,0.0,0.020056,0.0,0.011316,0.9546,0.0013349711463798548,9.224871274516377e-08,3.731135539023566e-10,2.053494779935961e-10,2.4115156867014146e-20,-1.6109136948553254e-15,5.147180493775314e-20,72.00040952846514,242.5053901003714
0.000196,0.001724,0.0,0.013876,0.0,0.027292,0.0,0.013424,0.943488,0.0015541956812671269,1.3858848650936714e-07,2.5680435240936234e-10,1.2922559703073388e-10,1.9875317274427832e-20,4.624562885457588e-14,-1.2615393640375792e-20,86.91790906765547,266.0335916445643
0.000132,0.001104,0.0,0.009688,0.0,0.019312,0.0,0.009172,0.960592,0.001536999215463535,6.544882542552896e-08,3.8871505244403907e-10,2.1696894900068127e-11,-7.121402421520846e-22,-7.777616683040235e-16,1.86095768403566e-21,60.624471315019534,226.42481639116852
0.000148,0.001452,0.0,0.01166,0.0,0.022016,0.0,0.010128,0.954596,0.0012141927041774531,6.50020460713514e-08,1.878601016549404e-10,1.3818740034404408e-10,6.313969535778729e-21,2.6068004564860916e-14,-2.135082502241211e-20,71.33472113204223,244.19565999626977
0.00034,0.002836,0.0,0.023844,0.0,0.039256,0.0,0.021748,0.911976,0.001390428714607807,3.378413696644062e-08,2.0598837193949153e-10,1.2729910632518567e-10,1.1552494266212184e-20,1.2022209978913463e-14,1.7072528305677966e-20,145.28163718482807,331.7695578212323
0.000568,0.003656,0.0,0.024552,0.0,0.037176,0.0,0.021244,0.912804,0.0012796481803019869,7.489194681611187e-08,2.0787229904012787e-10,1.4617393246155385e-10,-9.045322556614173e-21,1.7191644495611606e-14,-2.3820660106758033e-20,148.79213162826932,333.559634796412
0.000268,0.0022,0.0,0.0173,0.0,0.0309,0.0,0.015156,0.934176,0.00179081612710873,1.2276509997187623e-08,2.009321874491945e-10,1.044641342612383e-10,1.142803901626526e-20,1.0696590303830147e-14,-9.922747502229613e-21,105.5150876681395,290.1750152483581
0.00022,0.001328,0.0,0.009588,0.0,0.021264,0.0,0.009112,0.958488,0.001591524943794057,3.645834303443243e-08,2.3291750089996355e-10,4.420854478788119e-10,-5.981870834452938e-20,-5.624928951990754e-14,1.2863134144972428e-19,62.89184160794663,229.63416701170792
8.8e-05,0.000708,0.0,0.005092,0.0,0.014464,0.0,0.005072,0.974576,0.0015663603569757148,2.96859752337042e-07,8.65126374889637e-12,1.2873117527892936e-11,4.7647400331621246e-23,4.654340105872825e-15,1.2722199161275508e-22,33.56588690058834,170.55388602015762
0.00014,0.001012,0.0,0.006716,0.0,0.017112,0.0,0.0066,0.96842,0.0015453817433910538,1.361377421368013e-08,1.3896391408765134e-10,4.381989455199089e-10,9.071365331420843e-20,4.793054505524318e-14,5.885376643756574e-20,44.90894362173993,196.0298354403721
0.000164,0.001264,0.0,0.011992,0.0,0.032376,0.0,0.016624,0.93758,0.001384742667878735,9.43206434299712e-08,2.2169532035593321e-10,2.2485166965204102e-10,3.916288766081757e-20,5.6531070873986655e-14,3.140900349993956e-20,84.15877354600853,260.2226324423601
0.000128,0.001032,0.0,0.009236,0.0,0.020024,0.0,0.00908,0.9605,0.0013439275615783962,1.3572444888634583e-07,8.941235559023958e-12,2.7205254486151852e-11,3.25042356264507e-22,7.57901982209607e-15,-2.7273071050332445e-22,56.15671666284616,217.69983181814547
0.000424,0.003204,0.0,0.026144,0.0,0.040548,0.0,0.021872,0.907808,0.0017425448498491415,5.557474834398875e-08,1.5176299769893618e-10,3.527798153213067e-10,6.809191231430577e-20,7.082486349434921e-14,4.501780754342386e-20,156.54560912232486,342.22647861397326
0.000228,0.002576,0.0,0.020096,0.0,0.041228,0.0,0.023884,0.911988,0.0015072538467005522,5.271342530068438e-08,1.013816710927102e-10,3.364724078259016e-10,5.73192575061795e-20,5.2525411079870056e-14,-2.4009645869980715e-20,129.4189653465434,313.79405381337324
6.8e-05,0.000996,0.0,0.006528,0.0,0.015392,0.0,0.005744,0.971272,0.0014472515450806795,4.636909828516784e-08,2.02659643877106e-10,4.2290784891001255e-10,1.2184444405172427e-19,9.064524053904092e-14,-2.196822145167732e-20,40.516025585916175,186.8471708930092
0.00018,0.001756,0.0,0.01552,0.0,0.031168,0.0,0.017072,0.934304,0.0016910998513271695,1.4285594418205745e-07,7.57080563508232e-11,4.781430853417626e-11,1.397539899063531e-21,-2.1199743190148165e-15,2.5145162122987726e-21,95.52929468882371,276.2138936698439
7.2e-05,0.000976,0.0,0.008876,0.0,0.0178,0.0,0.007912,0.964364,0.0013496707026742318,9.965549611244953e-08,1.6177073669526145e-10,1.4685713628320082e-10,1.998031490290603e-20,3.949893888357837e-14,1.0637608287810087e-20,53.4817084302272,214.0439694627816
0.000316,0.002976,0.0,0.021444,0.0,0.040144,0.0,0.021532,0.913588,0.0016412027260884303,1.2275543578547682e-07,2.335298586949917e-10,2.3106842689652925e-11,1.2726111281140126e-21,-1.643437905903656e-15,1.1232097332883886e-21,136.37071954493118,322.27992374766023
0.000276,0.002512,0.0,0.02108,0.0,0.034624,0.0,0.01946,0.922048,0.001537218045971333,1.7369771074320627e-07,4.422304770987508e-10,4.0044003041688796e-10,1.6840788752864148e-19,1.5362082901365282e-13,-5.919651738399942e-21,126.97571465103705,314.02458421094747
0.000136,0.001324,0.0,0.029044,0.0,0.058372,0.0,0.03302,0.878104,0.001256160574433154,9.949048068658977e-10,1.1599091622742872e-10,2.71942555561368e-11,1.4766592707331145e-21,-5.266163218979614e-16,3.900758981350858e-22,186.9828441254566,370.8244414851254
0.000252,0.00306,0.0,0.02414,0.0,0.040764,0.0,0.021648,0.910136,0.0015847701568219956,2.3847195065327217e-07,4.234497588811768e-11,1.468679660304904e-10,1.125369043555289e-20,4.721356185371758e-14,2.738999948715176e-21,146.57189170427375,332.55895802433383
0.000148,0.001764,0.0,0.024312,0.0,0.057952,0.0,0.035224,0.8806,0.0009967221646079575,3.3398455466648015e-08,1.134947708500887e-10,1.0244808384145719e-11,1.045343492941503e-22,-8.517461275625271e-17,-3.3332927175398675e-22,160.55217979975436,340.93025087479015
6.8e-05,0.001352,0.0,0.009744,0.0,0.022284,0.0,0.00936,0.957192,0.0015868175946326425,3.386674009927598e-07,4.0631590535157803e-10,4.127864512138897e-12,1.772545165854545e-23,2.136914596880042e-16,1.6812005865017618e-22,63.15480698289124,230.48242352716127
0.000212,0.002676,0.0,0.022268,0.0,0.047064,0.0,0.025408,0.902372,0.0014145977414494353,1.3335647248604718e-07,1.808761298895158e-10,1.4985048085762763e-10,2.2877286045600674e-20,5.417571114794401e-14,9.233798820126411e-21,147.3035807697835,332.32944361341185
7.2e-05,0.001272,0.0,0.007528,0.0,0.01842,0.0,0.00698,0.965728,0.0013458364706874083,3.891156361427761e-08,2.2421984618765363e-10,4.041448168888856e-10,1.1847461262897163e-19,6.567580594894011e-14,2.765072813616695e-20,53.66507559919583,214.3089938871736
6.4e-05,0.000712,0.0,0.005244,0.0,0.013472,0.0,0.00574,0.974768,0.0013761486039148441,2.0807895193394231e-07,1.8416760636896342e-10,1.4287097336533135e-10,1.3229891639219215e-20,4.899242779852249e-14,1.902781453921468e-20,33.914125884874416,170.9390197276938
6.8e-05,0.0008,0.0,0.021576,0.0,0.056192,0.0,0.024608,0.896756,0.0013083521957090506,1.5689290447293157e-08,4.4572331898725694e-13,1.1862591763621239e-12,-9.685562125686615e-28,-1.360880583877184e-16,8.625847613611285e-25,161.30210084799953,353.25584646545025
0.00012,0.001416,0.0,0.011952,0.0,0.025864,0.0,0.013124,0.947524,0.0014168026414199978,1.7692629031982638e-07,5.143938549903874e-10,2.529157588497342e-10,2.109904063623116e-20,-9.705881071612434e-15,8.875104899916787e-20,74.65369471582464,247.35418303573616
0.000148,0.001332,0.0,0.009612,0.0,0.018416,0.0,0.009276,0.961216,0.0011996620074749568,5.8256759740284736e-08,2.7306140984153774e-10,2.5816929860644684e-10,3.5002098695733155e-20,7.250305105872463e-15,5.893652593510898e-20,59.18840639878472,222.42495396868645
0.000156,0.00116,0.0,0.010544,0.0,0.026664,0.0,0.013984,0.947492,0.0015473176946284185,2.804617178031292e-07,1.0727438744052328e-10,4.4142538398783405e-11,1.1756707320880361e-21,1.727122394846287e-14,2.8008849055993976e-21,69.80543580201578,238.7353914535728
0.000244,0.001476,0.0,0.009204,0.0,0.0218,0.0,0.009588,0.957688,0.0016313362299858812,2.1722945685368203e-07,4.760465592712525e-10,1.9482755377397304e-10,5.2844444209114844e-20,8.140803451669463e-14,-2.6980252635786675e-20,63.58751828093297,230.2662969669509
0.000516,0.00364,0.0,0.022312,0.0,0.037008,0.0,0.020392,0.916132,0.0018397425187914478,4.822574445867312e-08,3.3301708200267424e-10,3.1104996098650956e-10,-3.754939581839292e-20,-3.750988164075276e-14,-9.280141213789108e-20,138.10299636595767,322.38320861165255
0.000188,0.001924,0.0,0.014388,0.0,0.024068,0.0,0.012188,0.947244,0.0014783664580854683,4.0303854684994844e-08,3.502733679699051e-10,1.397439039854087e-10,2.600395750550678e-20,2.793733004321196e-14,-1.6723617609563758e-20,86.95046376447891,266.4723318679484
0.00024,0.002112,0.0,0.01356,0.0,0.025504,0.0,0.013456,0.945128,0.0010437892472617547,4.8251498774719706e-08,3.686103867380516e-11,9.193877213447424e-11,5.273055422016888e-21,1.765849160396525e-14,9.169871037881756e-22,88.37087648200966,267.25525512101984
0.00018,0.001392,0.0,0.010036,0.0,0.021424,0.0,0.010292,0.956676,0.0014932124351888214,2.3780256809150973e-07,3.469476060632969e-10,1.1420309648770601e-10,2.2548130910085325e-20,5.4581852595801064e-14,-2.889996192987106e-21,63.24478347012923,229.36037269723917
0.000144,0.002596,0.0,0.030036,0.0,0.066344,0.0,0.039608,0.861272,0.0009670431707714869,9.629052296243561e-08,3.235655672506834e-11,8.146043188218673e-12,-1.2064494297455729e-22,-2.4918725374967376e-15,5.417846213895903e-23,198.616191872735,372.1042447029769
0.000292,0.00188,0.0,0.013492,0.0,0.026908,0.0,0.012428,0.945,0.0018343420495020128,3.9028604558515745e-09,2.0459885536212255e-10,2.4896416295776296e-10,5.525750275078766e-20,1.474282204754071e-14,-1.0192784001770912e-20,83.26523811137184,260.2921706895091
0.000124,0.0009,0.0,0.006212,0.0,0.014604,0.0,0.006184,0.971976,0.0013622978919487134,5.325380573064537e-08,1.3862037900013496e-10,1.7835224483067753e-10,2.803745177066687e-20,4.0690648422157384e-14,-5.7989414739216945e-22,41.30271432455204,188.48575699353106
0.000148,0.002076,0.0,0.021904,0.0,0.03972,0.0,0.022312,0.91384,0.001199367507526309,2.0834161772257337e-08,7.926002996370527e-12,6.433457324297926e-11,-1.3502463273934354e-21,-7.232932001991416e-15,5.360459858479709e-22,136.34374790703663,324.91001278302036
0.00024,0.002968,0.0,0.021304,0.0,0.040876,0.0,0.020588,0.914024,0.0015610763360158787,7.836764284651555e-09,7.943532097695876e-12,2.1261563845682142e-10,-8.423264176054503e-21,-1.8795456626923012e-14,-2.32312348114573e-21,140.35283448077388,327.33103955050234
0.000256,0.0018,0.0,0.010084,0.0,0.01888,0.0,0.008308,0.960672,0.0018069184984105223,9.015613859121545e-08,1.9722615740039122e-10,7.796046419567266e-10,3.0469028996686734e-19,2.3404871184519497e-13,2.4812232819128638e-20,63.99118453937383,230.84278264924768
0.000316,0.003812,0.0,0.02674,0.0,0.044936,0.0,0.025428,0.898768,0.0019499838942249532,1.016401347607356e-07,1.1498333176578361e-11,1.1703508054384474e-11,-5.229486473054454e-26,-1.7503796859788154e-15,-1.3576614906200901e-22,164.14500109800017,346.70949426650776
0.000132,0.002204,0.0,0.023784,0.0,0.042068,0.0,0.023824,0.907988,0.0011806585594864943,1.4012138458373922e-07,7.185805128048794e-11,9.912815853749454e-12,-3.0071349771039788e-24,-5.528797323214838e-16,-2.6454844905635002e-22,145.59044992194575,333.3208149688906
0.000244,0.002444,0.0,0.022536,0.0,0.043712,0.0,0.024064,0.907,0.0015701159473505495,1.1362056626863634e-07,7.588830300286977e-11,5.881943859157783e-12,9.74149973598083e-23,-1.0693516424031364e-16,-7.715908470537723e-23,140.66339623605126,326.7124340445885
7.2e-05,0.000868,0.0,0.006252,0.0,0.016956,0.0,0.005928,0.969924,0.0010581449784574247,2.9342525024740814e-08,4.4721879508702575e-10,2.3050266395354462e-10,4.1636505197457366e-20,2.5247274769326107e-14,-6.11838738792187e-20,46.5816195793281,201.47107166381664
8.4e-05,0.00092,0.0,0.008792,0.0,0.026216,0.0,0.0128,0.951188,0.001417734639616179,1.3760012281280605e-07,3.4445273560847965e-11,1.9810726538047544e-10,9.317582627885126e-21,2.786577088867931e-14,1.345344403692228e-20,63.03837775161527,227.9956055068708
0.000232,0.002548,0.0,0.0169,0.0,0.03268,0.0,0.01628,0.93136,0.0018168569074169844,1.4000688262240531e-08,2.498026038059412e-11,9.519397013009673e-11,-4.287798512392886e-21,-8.03641345308255e-15,1.778677196665737e-21,106.37543073201655,290.0329625000889
0.000208,0.001476,0.0,0.010724,0.0,0.022452,0.0,0.010056,0.955084,0.0016705846533311406,1.0298840468808559e-07,5.8140476618221564e-11,1.3308059570517239e-10,1.1618498421440531e-20,3.2236515512666155e-14,1.4292469503633358e-21,70.77506982540828,242.85940684109514
0.000128,0.00132,0.0,0.010708,0.0,0.022772,0.0,0.011716,0.953356,0.0012395715040209713,9.043179038584579e-09,1.3612074164366315e-10,3.0104979012014685e-10,6.067116352537704e-20,-2.7399871247533868e-14,5.743485594974634e-21,67.61232714722298,236.78743044709302
0.000148,0.001384,0.0,0.009888,0.0,0.023288,0.0,0.009044,0.956248,0.001593429696937544,6.406811375692541e-08,1.4876819536945228e-10,1.7002736379189794e-10,2.5708007024661994e-20,3.6515614754427076e-14,8.387462024609704e-21,70.83473977213492,244.88557499659694
8e-05,0.000944,0.0,0.009812,0.0,0.01952,0.0,0.009652,0.959992,0.0009611237234454287,8.218071935298257e-08,6.739370042411859e-11,2.542352575539695e-11,1.0380888561744303e-22,-7.258846292318664e-15,1.0472249615968348e-21,61.029809359782405,227.2998415518775
0.000176,0.00254,0.0,0.018236,0.0,0.036248,0.0,0.018048,0.924752,0.001328552850123641,3.548563829169904e-08,7.373055459726656e-11,1.0948218712014304e-10,-4.601378946257352e-21,-9.066030202040882e-15,8.693866189694228e-21,118.75395938244829,304.9511972939143
7.2e-05,0.000748,0.0,0.007648,0.0,0.021876,0.0,0.00916,0.960496,0.001394575050830309,2.75153644117113e-07,8.66234755517803e-11,6.119610592655571e-11,3.0709709699319876e-21,2.0842397187514408e-14,-3.2281977604532624e-21,55.0587921221119,216.7907844214188
